id,nombre,nombre_generico_en,sinonimos,estado,candidato_codigo,candidato_nombre,score,candidatos
2941,Pseudomonico Acido,Pseudomonas Aeruginosa,,revisar,M05BA03,Acido pamidronico,0.792,"[{""codigo"":""M05BA03"",""nombre"":""Acido pamidronico"",""score"":0.792},{""codigo"":""M05BA04"",""nombre"":""Acido alendronico"",""score"":0.792},{""codigo"":""M05BA05"",""nombre"":""Acido tiludronico"",""score"":0.792}]"
2943,P-sulfamido Anilina,,,sin_candidato,,,,[]
2945,Quaternium-15,Quaternium-15,,sin_candidato,,,,[]
2947,Quenodesoxicolico Acido,Iocetamic Acid,,revisar,A05AA01,Acido quenodesoxicolico,1,"[{""codigo"":""A05AA01"",""nombre"":""Acido quenodesoxicolico"",""score"":1},{""codigo"":""A05AA02"",""nombre"":""Acido ursodesoxicolico"",""score"":0.912},{""codigo"":""D11AX24"",""nombre"":""Acido desoxicolico"",""score"":0.853}]"
2960,Radamts13,"Adamts13, Recombinant",,sin_candidato,,,,[]
2974,Rapamicina,Sirolimus,,revisar,A01AB10,Natamicina,0.8,"[{""codigo"":""A01AB10"",""nombre"":""Natamicina"",""score"":0.8},{""codigo"":""A07AA03"",""nombre"":""Natamicina"",""score"":0.8},{""codigo"":""A07AA08"",""nombre"":""Kanamicina"",""score"":0.8}]"
2981,Raxtozinameran,"Sars-cov-2 (covid-19) Vaccine, Mrna-bnt162b2 Omicron (xbb.1.5)",,sin_candidato,,,,[]
2983,Rdesat-6,,,sin_candidato,,,,[]
2987,Regaliz,Consolida Regalis Flower Extract,,sin_candidato,,,,[]
2992,Relebactam Monohidrato,Relebactam Monohydrate,,sin_candidato,,,,[]
2999,Resina Epoxi,,,sin_candidato,,,,[]
3001,Resorcina,Resorcinol,,revisar,D10AX02,Resorcinol,0.8,"[{""codigo"":""D10AX02"",""nombre"":""Resorcinol"",""score"":0.8},{""codigo"":""S01AX06"",""nombre"":""Resorcinol"",""score"":0.8},{""codigo"":""C02AA02"",""nombre"":""Reserpina"",""score"":0.778}]"
3002,Resorcinftaleina,,,sin_candidato,,,,[]
3005,Retinoico (trans) Acido,Iocetamic Acid,,sin_candidato,,,,[]
3009,"Rezafungina, Acetato De",Sodium Acetate,,auto,J02AX08,Acetato de rezafungina,1,"[{""codigo"":""J02AX08"",""nombre"":""Acetato de rezafungina"",""score"":1},{""codigo"":""A16AX05"",""nombre"":""Acetato de zinc"",""score"":0.758}]"
3010,Rh Dnasa,,,sin_candidato,,,,[]
3011,Rhamnus  Frangula L. Corteza,,,sin_candidato,,,,[]
3012,Rhamnus Frangula L. Extracto Seco,,,sin_candidato,,,,[]
3013,Rhamnus Frangula L. Polvo,,,sin_candidato,,,,[]
3014,Rhamnus Purshiana Dc. Corteza,Frangula Purshiana Bark Extract,,sin_candidato,,,,[]
3015,Rhamnus Purshiana Dc. Extracto Seco,Frangula Purshiana Bark Extract,,sin_candidato,,,,[]
3016,Rhodiola Rosea,Sedum Roseum Root Extract,,sin_candidato,,,,[]
3017,Rhodiola Rosea Raiz Extracto Seco,Sedum Roseum Root Extract,,sin_candidato,,,,[]
3020,Riboflavina Fosfato Sodio,Riboflavin,,sin_candidato,,,,[]
3021,Riboneurina,,,sin_candidato,,,,[]
3030,Riltozinameran,,,sin_candidato,,,,[]
3037,Risedronato Sodio,Ganciclovir Sodium,,revisar,A02AH91,Sodio bicarbonato,0.773,"[{""codigo"":""A02AH91"",""nombre"":""Sodio bicarbonato"",""score"":0.773}]"
3038,Risedronato Sodio Hemipentahidrato,Ganciclovir Sodium,,sin_candidato,,,,[]
3039,Risedronico Acido,Risedronic Acid,,auto,M05BA07,Acido risedronico,1,"[{""codigo"":""M05BA07"",""nombre"":""Acido risedronico"",""score"":1},{""codigo"":""M05BA05"",""nombre"":""Acido tiludronico"",""score"":0.864},{""codigo"":""M05BA08"",""nombre"":""Acido zoledronico"",""score"":0.864}]"
3059,Rosmarinus Officinalis,Rosmarinus Officinalis Preparation,,sin_candidato,,,,[]
3063,Rotavirus Humano,,,sin_candidato,,,,[]
3064,Rotavirus Humano Serotipo G1,,,sin_candidato,,,,[]
3065,Rotavirus Humano Serotipo G2,,,sin_candidato,,,,[]
3066,Rotavirus Humano Serotipo G3,,,sin_candidato,,,,[]
3067,Rotavirus Humano Serotipo G4,,,sin_candidato,,,,[]
3068,Rotavirus Humano Serotipo P1,,,sin_candidato,,,,[]
3073,Rt-pa,Alteplase,,sin_candidato,,,,[]
3075,Rubus Idaeus L.,Rubus Idaeus Leaf Extract,,sin_candidato,,,,[]
3081,Rurioctocog Alfa Pegol,,,sin_candidato,,,,[]
3084,Ruscus Aculeatus Exto,Ruscus Aculeatus Root Extract,,sin_candidato,,,,[]
3088,Sabal Serrulata,Saw Palmetto Extract,,sin_candidato,,,,[]
3089,Sabal Serrulata Exto Blando,Saw Palmetto Extract,,sin_candidato,,,,[]
3090,Sabal Serrulata Exto Seco,Saw Palmetto Extract,,sin_candidato,,,,[]
3091,Sacarato Calcio Tetrahidrato,Calcium Saccharate,,sin_candidato,,,,[]
3092,Sacarato Hierro,Iron,,revisar,B03AA91,Hierro lactato,0.813,"[{""codigo"":""B03AA91"",""nombre"":""Hierro lactato"",""score"":0.813},{""codigo"":""B03AC93"",""nombre"":""Hierro sacarosa"",""score"":0.813},{""codigo"":""B03AA92"",""nombre"":""Hierro polisacarido"",""score"":0.75}]"
3097,Sacubitrilo Sodio,Sacubitril,,sin_candidato,,,,[]
3098,Sacubitrilo Trometamina,Sacubitril,,sin_candidato,,,,[]
3102,"Sal Tetrasodica Ac 33 Difosfono-1,2 Propdicarbox",Salicylic Acid 120 Mg/ml Topical Solution,,sin_candidato,,,,[]
3103,Salazopirina,,,sin_candidato,,,,[]
3108,Salicilato Dietilamina,,,sin_candidato,,,,[]
3109,Salicilato Metilo,Methyl 5-aminolevulinate,,sin_candidato,,,,[]
3110,Salicil-azo-sulfanilamidopiridina,,,sin_candidato,,,,[]
3115,"Salmonella Typhi Cepa Ty-21a,germenes Vivos",,,sin_candidato,,,,[]
3116,Salmonella Typhi Polisacarido Capsular Vi,,,sin_candidato,,,,[]
3117,Salvia,Salvia Miltiorrhiza Root Extract,,sin_candidato,,,,[]
3118,Salvia Officinalis,Sage Leaf Allergenic Extract,,sin_candidato,,,,[]
3126,Sauzgatillo,,,sin_candidato,,,,[]
3129,S-carboximetilcisteina,,,sin_candidato,,,,[]
3137,Selenito Sodio Anhidro,Selenite,,revisar,A12CE02,Selenito de sodio,0.762,"[{""codigo"":""A12CE02"",""nombre"":""Selenito de sodio"",""score"":0.762}]"
3138,Selenito Sodio Pentahidrato,Selenite,,revisar,A12CE02,Selenito de sodio,0.778,"[{""codigo"":""A12CE02"",""nombre"":""Selenito de sodio"",""score"":0.778}]"
3142,Selvacovateina,,,sin_candidato,,,,[]
3144,Senosidos A-b,"Sennosides, Usp",,sin_candidato,,,,[]
3145,Senosidos A-b Calcicos,"Sennosides, Usp",,sin_candidato,,,,[]
3148,Serenoa Repens Extracto Lipido Esterolico,Serenoa Repens Whole Extract,,sin_candidato,,,,[]
3149,Serenoa Repens Tintura Madre,Serenoa Repens Whole Extract,,sin_candidato,,,,[]
3150,Serenoa Serrulata,Saw Palmetto Fruit Extract,,sin_candidato,,,,[]
3163,Sideritis Angustifolia,Echinacea Angustifolia Extract,,sin_candidato,,,,[]
3164,Sideritis Angustifolia Sumidad Florida,Palo Verde Pollen Extract,,sin_candidato,,,,[]
3167,Silibina,Silybin,,revisar,N02AX01,Tilidina,0.75,"[{""codigo"":""N02AX01"",""nombre"":""Tilidina"",""score"":0.75}]"
3168,Silibinina,,,sin_candidato,,,,[]
3169,Silibinina Succinato Sodio,,,sin_candidato,,,,[]
3171,Silicona Antiespumante,,,sin_candidato,,,,[]
3172,Silicona Antiespumante Activada,,,sin_candidato,,,,[]
3176,Silybum Marianum L.,Milk Thistle Extract,,sin_candidato,,,,[]
3177,"Silybum Marianum L. ,  Flavolignanos",Milk Thistle Extract,,sin_candidato,,,,[]
3178,Silybum Marianum L. Extracto Seco,Milk Thistle Extract,,sin_candidato,,,,[]
3179,Simeticona,Simethicone,,revisar,P03AX05,Dimeticona,0.9,"[{""codigo"":""P03AX05"",""nombre"":""Dimeticona"",""score"":0.9}]"
3180,Simoctocog Alfa,Simoctocog Alfa,,revisar,B02BD14,Susoctocog alfa,0.9,"[{""codigo"":""B02BD14"",""nombre"":""Susoctocog alfa"",""score"":0.9}]"
3191,S-lactato Sodio,,,sin_candidato,,,,[]
3192,S-lactico Acido,Lactic Acid,,sin_candidato,,,,[]
3194,Sodio Carbonato,Ganciclovir Sodium,,revisar,A02AH91,Sodio bicarbonato,0.909,"[{""codigo"":""A02AH91"",""nombre"":""Sodio bicarbonato"",""score"":0.909}]"
3195,Sodio Carbonato Anhidro,Ganciclovir Sodium,,sin_candidato,,,,[]
3196,Sodio Cromoglicato,Ganciclovir Sodium,,sin_candidato,,,,[]
3197,Sodio Dihidrogenofosfato,Ganciclovir Sodium,,sin_candidato,,,,[]
3198,Sodio Fosfato,Ganciclovir Sodium,,sin_candidato,,,,[]
3199,Sodio Hidrogeno Carbonato,Ganciclovir Sodium,,sin_candidato,,,,[]
3200,Sodio Hidrogenofosfato,Ganciclovir Sodium,,sin_candidato,,,,[]
3201,Sodio Molibdato,Ganciclovir Sodium,,sin_candidato,,,,[]
3202,Sodio Perborato,Ganciclovir Sodium,,revisar,A02AH91,Sodio bicarbonato,0.773,"[{""codigo"":""A02AH91"",""nombre"":""Sodio bicarbonato"",""score"":0.773}]"
3203,Sodio Pirofosfato,Ganciclovir Sodium,,sin_candidato,,,,[]
3204,Sodio Sulfato,Ganciclovir Sodium,,sin_candidato,,,,[]
3205,Sodio Sulfato Anhidro,Ganciclovir Sodium,,revisar,A06AD13,Sulfato de sodio,0.762,"[{""codigo"":""A06AD13"",""nombre"":""Sulfato de sodio"",""score"":0.762},{""codigo"":""A12CA02"",""nombre"":""Sulfato de sodio"",""score"":0.762}]"
3208,Solidago Gigantea,,,sin_candidato,,,,[]
3209,Solidago Gigantea Extracto Seco,,,sin_candidato,,,,[]
3219,Somatotropina,Somatropin,,revisar,H01AC01,Somatropina,0.846,"[{""codigo"":""H01AC01"",""nombre"":""Somatropina"",""score"":0.846},{""codigo"":""S01FA05"",""nombre"":""Homatropina"",""score"":0.769},{""codigo"":""V04CD05"",""nombre"":""Somatorelina"",""score"":0.769}]"
3223,Somatulina,Somatuline,,revisar,V04CD05,Somatorelina,0.75,"[{""codigo"":""V04CD05"",""nombre"":""Somatorelina"",""score"":0.75}]"
3231,Spergularia Rubra,,,sin_candidato,,,,[]
3232,Spergularia Rubra Parte Aerea,"Echinacea, Aerial Parts",,sin_candidato,,,,[]
3233,Succinilcolina,Succinylcholine,,sin_candidato,,,,[]
3234,Succinildicolina,Succinylcholine,,sin_candidato,,,,[]
3247,Sulfametiltiadiazol,Sulfamethizole,,sin_candidato,,,,[]
3252,Sulfanilamidodiazina,Sulfathiazole,,sin_candidato,,,,[]
3253,Sulfapirimidina,Sulfadiazine,,revisar,J01EB04,Sulfapiridina,0.867,"[{""codigo"":""J01EB04"",""nombre"":""Sulfapiridina"",""score"":0.867},{""codigo"":""J01EB03"",""nombre"":""Sulfadimidina"",""score"":0.8}]"
3255,Sulfazina,,,revisar,J01EC02,Sulfadiazina,0.75,"[{""codigo"":""J01EC02"",""nombre"":""Sulfadiazina"",""score"":0.75}]"
3256,Sulfobituminato Amonico,,,sin_candidato,,,,[]
3257,Sulfoguayacol,Potassium Guaiacolsulfonate,,sin_candidato,,,,[]
3258,Sulfoguayacolato Potasio,Potassium,,sin_candidato,,,,[]
3270,Suxametonio Cloruro Dihidrato,Calcium Chloride,,sin_candidato,,,,[]
3285,Talco,Talc,,sin_candidato,,,,[]
3289,Talio 201 Cloruro,Calcium Chloride,,sin_candidato,,,,[]
3295,Tanico Acido,Tannic Acid,,revisar,C03CC01,Acido etacrinico,0.8,"[{""codigo"":""C03CC01"",""nombre"":""Acido etacrinico"",""score"":0.8},{""codigo"":""G01AD01"",""nombre"":""Acido lactico"",""score"":0.786},{""codigo"":""B05CA06"",""nombre"":""Acido mandelico"",""score"":0.778}]"
3301,Taraxaco,Dandelion Extract,,sin_candidato,,,,[]
3302,Taraxacum Officinale F.h. Wigg,Dandelion Extract,,sin_candidato,,,,[]
3303,Taraxacum Officinale F.h. Wigg Extracto Seco,Taraxacum Officinale Leaf Extract,,sin_candidato,,,,[]
3304,Tardoak,,,sin_candidato,,,,[]
3306,Tartarico Acido,Tartaric Acid,,revisar,V08CA02,Acido gadoterico,0.8,"[{""codigo"":""V08CA02"",""nombre"":""Acido gadoterico"",""score"":0.8},{""codigo"":""A09AB04"",""nombre"":""Acido citrico"",""score"":0.778},{""codigo"":""D05AX01"",""nombre"":""Acido fumarico"",""score"":0.778}]"
3309,Taurocolico Acido,Iocetamic Acid,,revisar,A05AA06,Acido norucolico,0.818,"[{""codigo"":""A05AA06"",""nombre"":""Acido norucolico"",""score"":0.818},{""codigo"":""M01AE11"",""nombre"":""Acido tiaprofenico"",""score"":0.792},{""codigo"":""A05AA03"",""nombre"":""Acido colico"",""score"":0.773}]"
3316,Tecnecio 99 Mtc Tilmanocept,,,revisar,V09IA09,Tecnecio (99m Tc) tilmanocept,0.833,"[{""codigo"":""V09IA09"",""nombre"":""Tecnecio (99m Tc) tilmanocept"",""score"":0.833}]"
3320,"Tegomil, Fumarato De",,,auto,L04AX10,Fumarato de tegomil,1,"[{""codigo"":""L04AX10"",""nombre"":""Fumarato de tegomil"",""score"":1},{""codigo"":""L04AX11"",""nombre"":""Fumarato de monometilo"",""score"":0.8},{""codigo"":""L04AX09"",""nombre"":""Fumarato de diroximel"",""score"":0.778}]"
3339,Tensioactivo Pulmonar Porcino,,,revisar,R07AA92,Surfactante pulmonar porcino,0.778,"[{""codigo"":""R07AA92"",""nombre"":""Surfactante pulmonar porcino"",""score"":0.778}]"
3367,Tetradecil Sulfato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
3368,Tetrahidrozolina,Tetrahydrozoline,,sin_candidato,,,,[]
3369,"[tetrakis (2-metoxi-2-metilpropil-1-isocianuro) Cobre (i)], Tetrafluoroborato De",Tetrakis(1-isocyano-2-methoxy-2-methyl-propane)-copper(i) Tetrafluoroborate,,sin_candidato,,,,[]
3370,Tetrametiltiuramo Monosulfuro,Monosulfiram,,sin_candidato,,,,[]
3371,Tetrametiluramo Disulfuro,Sodium Metabisulfite,,sin_candidato,,,,[]
3375,Tetrofosmina (bis)tetrafluoroborato,,,sin_candidato,,,,[]
3379,Thermobacterium Bulgaricus,Lactobacillus Delbrueckii Subsp. Bulgaricus,,sin_candidato,,,,[]
3380,Thymus Vulgaris,Thyme Oil,,sin_candidato,,,,[]
3381,Tiadipona,Tiadilon,,sin_candidato,,,,[]
3385,Tiamina Hidrocloruro,Thiamine,,sin_candidato,,,,[]
3386,Tiamina Nitrato,Thiamine,,sin_candidato,,,,[]
3387,Tiamina Pirofosfato,Thiamine,,sin_candidato,,,,[]
3397,Tila; Flor Tilo,,,sin_candidato,,,,[]
3399,"Tilia Cordata Miller, Tilia Platyphyllos Scop., Tilia X Vulgaris Heyne, Flor",Linden Pollen Extract,,sin_candidato,,,,[]
3400,"Tilia Tomentosa Moench, Flor",Tilia Tomentosa Whole Extract,,sin_candidato,,,,[]
3401,Timerosal,Thimerosal,,revisar,D08AK06,Tiomersal,0.778,"[{""codigo"":""D08AK06"",""nombre"":""Tiomersal"",""score"":0.778}]"
3402,Timico Acido,Iocetamic Acid,,revisar,A16AX01,Acido tioctico,0.813,"[{""codigo"":""A16AX01"",""nombre"":""Acido tioctico"",""score"":0.813},{""codigo"":""A09AB04"",""nombre"":""Acido citrico"",""score"":0.786},{""codigo"":""C03CC02"",""nombre"":""Acido tienilico"",""score"":0.778}]"
3408,Tioctico Acido,Thioctic Acid,,auto,A16AX01,Acido tioctico,1,"[{""codigo"":""A16AX01"",""nombre"":""Acido tioctico"",""score"":1},{""codigo"":""G01AD01"",""nombre"":""Acido lactico"",""score"":0.813},{""codigo"":""V08AC07"",""nombre"":""Acido iocetamico"",""score"":0.8}]"
3418,Tipiracilo,Tipiracil,,sin_candidato,,,,[]
3434,Titanio,Titanium,,sin_candidato,,,,[]
3435,Titanio Oxido,Titanium Dioxide,,sin_candidato,,,,[]
3446,Todo-alfa-tocoferol,Alglucosidase Alfa,,sin_candidato,,,,[]
3448,Todo-rac-alfa-tocoferilo Acetato De,Sodium Acetate,,sin_candidato,,,,[]
3449,Todo-rac-alfa-tocoferol,Dl-alpha Tocopheryl Acetate,,sin_candidato,,,,[]
3457,Tomillo Extracto Liquido,,,sin_candidato,,,,[]
3458,Tomillo Extracto Seco,Onion Extract,,sin_candidato,,,,[]
3466,Toxina Botulinica Tipo A,Botulinum Toxin Type A,,sin_candidato,,,,[]
3467,Toxina Botulinica Tipo B,Botulinum Toxin Type B,,sin_candidato,,,,[]
3468,Toxina Colera Recombinante Subunidad B,Botulinum Toxin Type B,,sin_candidato,,,,[]
3470,Tozinameran,"Sars-cov-2 (covid-19) Vaccine, Mrna-bnt162b2",,sin_candidato,,,,[]
3480,Tranexamico Acido,Tranexamic Acid,,auto,B02AA02,Acido tranexamico,1,"[{""codigo"":""B02AA02"",""nombre"":""Acido tranexamico"",""score"":1},{""codigo"":""D03AX92"",""nombre"":""Acexamico acido"",""score"":0.864},{""codigo"":""M01AG02"",""nombre"":""Acido tolfenamico"",""score"":0.818}]"
3490,Trementina Birectificada,,,sin_candidato,,,,[]
3491,Trementina Cedro,Cedrol,,sin_candidato,,,,[]
3492,Trementina De Venecia,,,sin_candidato,,,,[]
3493,Treonina,Threonine,,sin_candidato,,,,[]
3502,Triclorometildimetilcarbinol,,,sin_candidato,,,,[]
3510,Trigliceridos Cadena Media,Stellaria Media Extract,,sin_candidato,,,,[]
3512,Trihidroxietilrutina,,,sin_candidato,,,,[]
3513,Triiodotironina,Liothyronine,,sin_candidato,,,,[]
3516,Trimeprazina,Trimeprazine,,revisar,N06AA06,Trimipramina,0.833,"[{""codigo"":""N06AA06"",""nombre"":""Trimipramina"",""score"":0.833},{""codigo"":""N05BX91"",""nombre"":""Trimetozina"",""score"":0.75}]"
3522,Trinitrina,,,sin_candidato,,,,[]
3523,Trioxietilrutina,,,sin_candidato,,,,[]
3524,Trioxifenam,,,sin_candidato,,,,[]
3533,Trishidroximetilaminometano,,,sin_candidato,,,,[]
3538,Trometamina,Tromethamine,,revisar,D04AA10,Prometazina,0.818,"[{""codigo"":""D04AA10"",""nombre"":""Prometazina"",""score"":0.818},{""codigo"":""R06AD02"",""nombre"":""Prometazina"",""score"":0.818},{""codigo"":""D06BB02"",""nombre"":""Tromantadina"",""score"":0.75}]"
3545,Turoctocog Alfa,Turoctocog Alfa,,revisar,B02BD14,Susoctocog alfa,0.9,"[{""codigo"":""B02BD14"",""nombre"":""Susoctocog alfa"",""score"":0.9}]"
3546,Turoctocog Alfa Pegol,,,sin_candidato,,,,[]
3559,Ursodeoxicolico Acido,Ursodiol,,auto,A05AA02,Acido ursodesoxicolico,0.969,"[{""codigo"":""A05AA02"",""nombre"":""Acido ursodesoxicolico"",""score"":0.969},{""codigo"":""A05AA01"",""nombre"":""Acido quenodesoxicolico"",""score"":0.882},{""codigo"":""D11AX24"",""nombre"":""Acido desoxicolico"",""score"":0.833}]"
3560,Urtica Sp,Urtica Urens Extract,,sin_candidato,,,,[]
3561,Usnico Acido,Usnic Acid,,revisar,D06AX01,Acido fusidico,0.813,"[{""codigo"":""D06AX01"",""nombre"":""Acido fusidico"",""score"":0.813},{""codigo"":""D09AA02"",""nombre"":""Acido fusidico"",""score"":0.813},{""codigo"":""J01XC01"",""nombre"":""Acido fusidico"",""score"":0.813}]"
3563,Uva Ursi,Bearberry Preparation,,sin_candidato,,,,[]
3565,Vaccinium Macrocarpum,Vaccinium Macrocarpon Whole Extract,,sin_candidato,,,,[]
3566,Vacuna De Arnm Frente A Covid-19 (biontech/pfizer),"Sars-cov-2 (covid-19) Vaccine, Mrna-bnt162b2",,revisar,J07BN04,vacunas de subunidad proteica frente a COVID-19,0.757,"[{""codigo"":""J07BN04"",""nombre"":""vacunas de subunidad proteica frente a COVID-19"",""score"":0.757}]"
3567,Vacuna De Arnm Frente A Covid-19 (moderna),,,revisar,J07BN04,vacunas de subunidad proteica frente a COVID-19,0.821,"[{""codigo"":""J07BN04"",""nombre"":""vacunas de subunidad proteica frente a COVID-19"",""score"":0.821},{""codigo"":""J07BN03"",""nombre"":""vacunas de virus inactivado frente a COVID-19"",""score"":0.81},{""codigo"":""J07BN01"",""nombre"":""vacunas basadas en ARN frente a COVID-19"",""score"":0.757}]"
3568,Vacuna De Arnm Que Codifica La Proteina De La Espicula (s) Viral Del Sars-cov-2 (omicron Kp.2),"Sars-cov-2 (covid-19) Vaccine, Mrna-1273 Omicron (kp.2)",,sin_candidato,,,,[]
3569,Vacuna De Arnm Que Codifica La Proteina De La Espicula (s) Viral Del Sars-cov-2 (omicron Lp.8.1),"Sars-cov-2 (covid-19) Vaccine, Mrna-1273 Omicron (lp.8.1)",,sin_candidato,,,,[]
3570,Vacuna De Nanoparticulas De Proteina Recombinante De La Espicula De Sars-cov-2 Con Adyuvante Matrix-m1,,,sin_candidato,,,,[]
3571,"Vacuna De Proteina De Espicula Recombinante Prefusion, Delta Tm Frente A Covid-19 (sanofi Pasteur)",,,sin_candidato,,,,[]
3572,Vacuna De Proteina Recombinante De Heterodimeros Del Dominio De Union Al Receptor (rbd) Del Virus Sars-cov-2 Adyuvada (hipra),,,sin_candidato,,,,[]
3573,Vacuna De Proteina Recombinante De Homodimeros De Fusion Del Dominio De Union Al Receptor (rbd) De La Proteina De La Espicula (s) Del Virus Sars-cov-2 (cepa Omicron Xfg.1.1 – Xfg.1.1) Adyuvada,,,sin_candidato,,,,[]
3574,Vacuna De Proteina Recombinante De La Espicula De Sars-cov-2 (omicron Xbb.1.5)(novavax),"Sars-cov-2 (covid-19) Vaccine, Mrna-1273 Omicron (xbb.1.5)",,sin_candidato,,,,[]
3575,Vacuna De Proteina Recombinante De La Espicula Frente A Covid-19 (novavax),"Sars-cov-2 (covid-19) Vaccine, Protein Nvx-cov2373",,revisar,J07BN04,vacunas de subunidad proteica frente a COVID-19,0.758,"[{""codigo"":""J07BN04"",""nombre"":""vacunas de subunidad proteica frente a COVID-19"",""score"":0.758}]"
3576,"Vacuna De Vector Vaccinia Ankara Modificado, Multivalente, Viva, Recombinante, No Replicativo En Celulas Humanas, Que Expresa Las Glicoproteinas (gp) De Los Virus Del Ebola Mayinga, Sudan Gulu, Marburgo Y Musoke Y Nucloproteina Del Virus Tai Forest",,,sin_candidato,,,,[]
3577,Vacuna Recombinante (ad26) Frente A Covid-19 (j&j/janssen),"Sars-cov-2 (covid-19) Vaccine, Vector - Ad26",,sin_candidato,,,,[]
3578,Vacuna Recombinante (chadox1-s) Frente A Covid-19 (astrazeneca),,,sin_candidato,,,,[]
3579,Vacuna (rsvpref) De Subunidad F Estabilizada En Prefusion Frente Al Virus Respiratorio Sincitial.,,,sin_candidato,,,,[]
3580,Vadadustat,Vadadustat,,sin_candidato,,,,[]
3581,Vainilla,Vanilla Bean Allergenic Extract,,sin_candidato,,,,[]
3585,Valeriana Extracto Hidroalcoholico Seco,Valerian Root Extract,,sin_candidato,,,,[]
3586,Valeriana Extracto Seco,Valerian Root Extract,,sin_candidato,,,,[]
3587,Valeriana Officinalis Tintura Madre,,,sin_candidato,,,,[]
3588,Valeriana Raiz,Valerian Root Extract,,revisar,N05CM09,Valerianae radix,0.75,"[{""codigo"":""N05CM09"",""nombre"":""Valerianae radix"",""score"":0.75}]"
3589,Valeriana Rizoma,Valerian Root Extract,,sin_candidato,,,,[]
3592,Valina,Valine,,revisar,D02AC91,Vaselina,0.75,"[{""codigo"":""D02AC91"",""nombre"":""Vaselina"",""score"":0.75}]"
3594,Valproato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
3595,Valproico Acido,Valproic Acid,,auto,N03AG01,Acido valproico,1,"[{""codigo"":""N03AG01"",""nombre"":""Acido valproico"",""score"":1},{""codigo"":""D03AX05"",""nombre"":""Acido hialuronico"",""score"":0.818},{""codigo"":""M09AX01"",""nombre"":""Acido hialuronico"",""score"":0.818}]"
3603,Vanilla Planifolia Fruto,Vanilla Planifolia Whole Extract,,sin_candidato,,,,[]
3604,Vanzacaftor Calcico Dihidrato,Vanzacaftor,,sin_candidato,,,,[]
3605,Vara De Oro Gigante,Oro Clense,,sin_candidato,,,,[]
3615,Vector Adenovirus De Tipo 26 (ad26) Que Codifica La Glucoproteina (gp) De La Variante Mayinga De Zaire Ebolavirus,,,sin_candidato,,,,[]
3621,Veneno De Abeja,Veneno De Abeja Aceite De Vibora,,sin_candidato,,,,[]
3622,Veneno De Apis Mellifera,Apis Mellifera Preparation,,sin_candidato,,,,[]
3623,Veneno De Avispa,Veneno De Abeja Aceite De Vibora,,sin_candidato,,,,[]
3624,Veneno De Vespula Spp,Veneno De Abeja Aceite De Vibora,,sin_candidato,,,,[]
3630,Verde Indocianina,Palo Verde Pollen Extract,,sin_candidato,,,,[]
3631,Verde Indocianina Sodico,Palo Verde Pollen Extract,,sin_candidato,,,,[]
3636,Vesiculas De La Membrana Externa (omv) De Neisseria Meningitidis Grupo B (cepa Nz98/254 Medidas Como La Cantidad Total De Proteina Que Contiene El Pora P1.4),,,sin_candidato,,,,[]
3638,Vibrio Cholerae  Cepa Cvd 103hgr,Vibrio Cholerae,,sin_candidato,,,,[]
3639,"Vibrio Cholerae O1 Inaba, Biotipo Clasico (inactivado Por Calor)",,,sin_candidato,,,,[]
3640,Vid Roja,,,sin_candidato,,,,[]
3643,Vilanterol Trifenatato,Vilanterol Trifenatate,,sin_candidato,,,,[]
3658,Virus Canaripox Recombinante De La Rabia (vcp65),,,sin_candidato,,,,[]
3659,Virus Chikungunya De Proteinas De Particulas Seudovirales,,,sin_candidato,,,,[]
3660,"Virus Chikungunya, Vivo Atenuado Cepa Chikv Lr2006-opy1","Chikungunya Virus Antigen, Live Attenuated Lr2006 Opy1 Strain",,sin_candidato,,,,[]
3661,"Virus Chikungunya, Vivo Atenuado Cepa Delta5nsp3",,,sin_candidato,,,,[]
3662,Virus Encefalitis Japonesa Cepa Sa 14-2 Inactivada,"Japanese Encephalitis Virus Vaccine Nakayama-nih Strain, Inactivated",,sin_candidato,,,,[]
3663,Virus Fiebre Amarilla Cepa 17d,Yellow Fever Virus Strain 17d-204 Live Antigen,,sin_candidato,,,,[]
3664,Virus Fiebre Chikunguya Vivo Atenuado,,,sin_candidato,,,,[]
3665,Virus Gripe A H1n1 Atenuado,Influenza A Virus (h1n1) Antigen,,sin_candidato,,,,[]
3666,Virus Gripe A H1n1 Inactivado,Influenza A Virus (h1n1) Antigen,,sin_candidato,,,,[]
3667,Virus Gripe A H1n1 Inactivado Fraccionado,Influenza A Virus (h1n1) Antigen,,sin_candidato,,,,[]
3668,Virus Gripe A H1n1 Inactivado Hemaglutinina,Influenza A Virus (h1n1) Antigen,,sin_candidato,,,,[]
3669,Virus Gripe A H1n1 Recombinante Hemaglutinina,,,sin_candidato,,,,[]
3670,Virus Gripe A H3n2 Atenuado,Influenza A Virus (h3n2) Antigen,,sin_candidato,,,,[]
3671,Virus Gripe A H3n2 Inactivado,Influenza A Virus (h3n2) Antigen,,sin_candidato,,,,[]
3672,Virus Gripe A H3n2 Inactivado Fraccionado,Influenza A Virus (h3n2) Antigen,,sin_candidato,,,,[]
3673,Virus Gripe A H3n2 Inactivado Hemaglutinina,Influenza A Virus (h3n2) Antigen,,sin_candidato,,,,[]
